Site,Plot,Treatment,Individual,T0,T006,T012,T018,T024,T030,T036,T042,T048,T054,T060,T066,T072,T078,T084,T090,T096,T102,T108,T120,Trecruit,Tdeath,Species,Family,Life Form
CAR,2,open,C29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,C30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,C31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,C32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Sloanea guianensis,Elaeocarpaceae,tree
CAR,2,open,C33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,0,84,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,C34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,36,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,C35,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,24,96,Mollinedia schottiana,Monimiaceae,tree
CAR,2,open,C36,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,24,48,Eugenia sp.,Myrtaceae,tree
CAR,2,open,C37,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,24,78,Myrtaceae sp.,Myrtaceae,tree
CAR,2,open,C38,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,24,72,Eugenia sp.,Myrtaceae,tree
CAR,2,open,C39,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,24,108,Piper sp.,Piperaceae,herb
CAR,2,open,C40,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
CAR,2,open,C41,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Euterpe edulis,Arecaceae,palm
CAR,2,open,C42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,C43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,42,48,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,C44,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,42,60,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,C45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,42,54,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,C46,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,42,66,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,C48,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C49,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Acanthaceae sp.,Acanthaceae,herb
CAR,2,open,C51,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,54,108,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,C52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Acanthaceae sp.,Acanthaceae,herb
CAR,2,open,C53,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C54,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,72,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,C61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,C73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,C77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Euterpe edulis,Arecaceae,palm
CAR,2,open,C78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Euterpe edulis,Arecaceae,palm
CAR,2,open,C79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Tetrastylidium cf. grandifolium,Olacaceae,tree
CAR,2,open,C80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Psychotria mapourioides,Rubiaceae,tree
CAR,2,open,D2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Vochysia bifalcata,Vochysiaceae,tree
CAR,2,open,D4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,D5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Chionanthus filiformis,Oleaceae,tree
CAR,2,open,D6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Vochysia bifalcata,Vochysiaceae,tree
CAR,2,open,D7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,72,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,D9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,48,Chionanthus filiformis,Oleaceae,tree
CAR,2,open,D10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Commelinaceae cf.,Commelinaceae,herb
CAR,2,open,D11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Eugenia cuprea,Myrtaceae,tree
CAR,2,open,D16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,D17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,48,Mollinedia schottiana,Monimiaceae,tree
CAR,2,open,D18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Vochysia bifalcata,Vochysiaceae,tree
CAR,2,open,D20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,D21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,D22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Chionanthus filiformis,Oleaceae,tree
CAR,2,open,D23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Eugenia sp.,Myrtaceae,tree
CAR,2,open,D24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D25,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,18,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,D26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,D27,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Philodendron sp.,Araceae,herb
CAR,2,open,D28,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,24,108,Sloanea guianensis,Elaeocarpaceae,tree
CAR,2,open,D29,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,24,66,Eugenia sp.,Myrtaceae,tree
CAR,2,open,D30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D31,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,30,78,Coccocypselum cf.,Rubiaceae,herb
CAR,2,open,D32,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D33,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,D34,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Acanthaceae sp.,Acanthaceae,herb
CAR,2,open,D35,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Goeppertia sp.,Marantaceae,herb
CAR,2,open,D36,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Ouratea sp.,Ochnaceae,shrub
CAR,2,open,D37,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Psychotria sp.,Rubiaceae,indeterminate
CAR,2,open,D38,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Strychnos sp.,Loganiaceae,indeterminate
CAR,2,open,D39,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Philodendron sp.,Araceae,herb
CAR,2,open,D40,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Psychotria cf.,Rubiaceae,indeterminate
CAR,2,open,D41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,D42,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D43,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D44,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D46,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Psychotria cf.,Rubiaceae,indeterminate
CAR,2,open,D47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,72,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Machaerium cf.,Fabaceae,tree
CAR,2,open,D49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,2,open,D52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,D56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,72,96,Machaerium cf.,Fabaceae,tree
CAR,2,open,D57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,D60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Myrsine sp.,Primulaceae,tree
CAR,2,open,D61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,14,96,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,D62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Bignoniaceae cf.,Bignoniaceae cf.,indeterminate
CAR,2,open,D63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Psychotria sp.,Rubiaceae,indeterminate
CAR,2,open,H1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Eugenia cuprea,Myrtaceae,tree
CAR,2,open,H2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Sloanea guianensis,Elaeocarpaceae,tree
CAR,2,open,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Polypodiaceae sp. 1,Polypodiaceae,herb
CAR,2,open,H4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,2,open,H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Goeppertia sp.,Marantaceae,herb
CAR,2,open,H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,96,Acanthaceae sp.,Acanthaceae,herb
CAR,2,open,H7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Rubiaceae sp. 1,Rubiaceae,indeterminate
CAR,2,open,H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Guarea macrophylla,Meliaceae,tree
CAR,2,open,H9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,open,H10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,6,alive,Goeppertia sp.,Marantaceae,herb
CAR,2,open,H11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,24,Euterpe edulis,Arecaceae,palm
CAR,2,open,H12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Goeppertia sp.,Marantaceae,herb
CAR,2,open,H13,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Psychotria nuda,Rubiaceae,shrub
CAR,2,open,H14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Eugenia sp.,Myrtaceae,tree
CAR,2,open,H15,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Acanthaceae sp.,Acanthaceae,herb
CAR,2,open,H16,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Eugenia sp.,Myrtaceae,tree
CAR,2,open,H17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,42,60,Araceae sp. 1,Araceae,herb
CAR,2,open,H18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,open,H19,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Eugenia cf.,Myrtaceae,tree
CAR,2,open,H20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Coccocypselum lanceolatum,Rubiaceae,herb
CAR,2,open,H21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Machaerium cf.,Fabaceae,tree
CAR,2,open,H22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Machaerium cf.,Fabaceae,tree
CAR,2,open,H26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,72,108,Machaerium cf.,Fabaceae,tree
CAR,2,open,H27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,72,96,Machaerium cf.,Fabaceae,tree
CAR,2,open,H33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,72,84,Machaerium cf.,Fabaceae,tree
CAR,2,open,H37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Philodendron sp.,Araceae,herb
CAR,2,open,H38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CAR,2,open,H39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,closed,C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Ouratea parviflora,Ochnaceae,shrub
CAR,2,closed,C2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Mollinedia schottiana,Monimiaceae,tree
CAR,2,closed,C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Sloanea guianensis,Elaeocarpaceae,tree
CAR,2,closed,C4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Eugenia sp.,Myrtaceae,tree
CAR,2,closed,C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Ouratea parviflora,Ochnaceae,shrub
CAR,2,closed,C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Sloanea guianensis,Elaeocarpaceae,tree
CAR,2,closed,C7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,closed,C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Goeppertia sp.,Marantaceae,herb
CAR,2,closed,C9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,48,Guapira opposita,Nyctaginaceae,tree
CAR,2,closed,C10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Acanthaceae sp.,Acanthaceae,herb
CAR,2,closed,C11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,closed,C12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,2,closed,C13,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,18,48,Acanthaceae sp.,Acanthaceae,herb
CAR,2,closed,C14,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,18,alive,Mollinedia schottiana,Monimiaceae,tree
CAR,2,closed,C15,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,24,66,Ocotea dispersa,Lauraceae,tree
CAR,2,closed,C16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Eugenia sp.,Myrtaceae,tree
CAR,2,closed,C17,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,30,66,Strychnos trinervis,Loganiaceae,liana
CAR,2,closed,C19,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,30,66,Strychnos sp.,Loganiaceae,indeterminate
CAR,2,closed,C20,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Ouratea parviflora,Ochnaceae,shrub
CAR,2,closed,C21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Strychnos sp.,Loganiaceae,indeterminate
CAR,2,closed,C22,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,2,closed,C23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Fabaceae sp.,Fabaceae,indeterminate
CAR,2,closed,C24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Lauraceae cf.,Lauraceae cf.,tree
